lsid	version
urn:lsid:globalbioticinteractions.org:dataset:seltmann/vampire-moths-and-their-fruit-piercing-relatives	hash://md5/a8868e1434e06e91d1842274dff985c3
urn:lsid:globalbioticinteractions.org:dataset:SimoneLioy/Vespa-velutina-interactions	hash://md5/0f3dc2a2557302e7b24ecdd2cfb600b9
urn:lsid:globalbioticinteractions.org:dataset:SternerLab/sterner2023	hash://md5/8c6225e50d09d82532bb168bca1a146d
urn:lsid:globalbioticinteractions.org:dataset:SternerLab/SternerLab-MammalVirusData	hash://md5/db28aa6c428c598465e698eadb426110
urn:lsid:globalbioticinteractions.org:dataset:taddallas/EDWIP	hash://md5/f19c23cd27b12b2b8b5652023f3f470e
urn:lsid:globalbioticinteractions.org:dataset:teleaslamellatus/Aphanogmus-odiorniensis	hash://md5/09583f7f7da69ccf7d2e75e973b92b80
urn:lsid:globalbioticinteractions.org:dataset:thebateslab/mycoportal	hash://md5/95e82bd27ef270e6e550ea6746a28d3c
urn:lsid:globalbioticinteractions.org:dataset:theptin/Thamnophis-GloBI	hash://md5/553c7afc2d023c40902b3f4943e43335
urn:lsid:globalbioticinteractions.org:dataset:tkarim/izinteractions	hash://md5/f7f9257902be16799d105ab299fde2a9
urn:lsid:globalbioticinteractions.org:dataset:tkarim/paleo-interactions-test	hash://md5/e13729dcdc1b9d9b24dd850cf0b38e36
urn:lsid:globalbioticinteractions.org:dataset:trias-project/eu-species-of-concern-interactions	hash://md5/bb16940c708e3724acb07a2996767f9c
urn:lsid:globalbioticinteractions.org:dataset:zedomel/ballantyne2015	hash://md5/318ddd8ca9b597e7cb2427414d1225b6
urn:lsid:globalbioticinteractions.org:dataset:zedomel/bartomeus2008	hash://md5/150823b1cc32249152cc42544595d26e
urn:lsid:globalbioticinteractions.org:dataset:zedomel/caradonna2020	hash://md5/836fe24bd43b3932181d19d7043ed15c
urn:lsid:globalbioticinteractions.org:dataset:zedomel/magrach2017	hash://md5/621b18a83af49982c14fd02c69df288b
urn:lsid:globalbioticinteractions.org:dataset:zedomel/olito2015	hash://md5/b450b75e76672e6720afe7b7bf91f86a
urn:lsid:globalbioticinteractions.org:dataset:zedomel/portalier2018	hash://md5/2ae0ab44b20b83edcacf3c94b6151d01
urn:lsid:globalbioticinteractions.org:dataset:zedomel/redhead2018	hash://md5/cb24f82df9eabdfdf53ee598467ddb16
urn:lsid:globalbioticinteractions.org:dataset:zedomel/udy2020	hash://md5/a5fb30fce67a5387fa78583178d5283c
urn:lsid:globalbioticinteractions.org:dataset:ZekeMarshall/ZMBioticInteractions	hash://md5/b73dbdf3ac6c0e95176749f1c11fde06
